,Prob-level,harm-level,personal,ID,Date,cityName,countryCode,countryName,ipAddress,latitude,longitude,regionName,timeZone,zipCode
19076,Not a problem,Never,Not at all concerned,7147,2015-12-28 17:03:20,Fellsmere,US,United States,108.72.196.112,27.7678,-80.6014,Florida,-04:00,32948
19077,A somewhat serious problem,Now,Not at all concerned,7146,2015-12-28 17:02:47,Woburn,US,United States,75.69.250.171,42.4793,-71.1523,Massachusetts,-04:00,01801
19078,Not a problem,Never,Not at all concerned,7145,2015-12-28 17:02:31,Boston,US,United States,199.196.224.4,42.3484,-71.0737,Massachusetts,-04:00,02116
19079,A not too serious problem,Not for many years,Not at all concerned,7144,2015-12-28 17:02:07,Woodstock,US,United States,98.20.99.127,34.1015,-84.5194,Georgia,-04:00,30188
19080,Not a problem,Not for many years,Not at all concerned,7143,2015-12-28 17:01:56,Phoenix,US,United States,68.106.40.215,33.4484,-112.074,Arizona,-07:00,85001
19082,A somewhat serious problem,Now,Somewhat concerned,7142,2015-12-28 17:01:51,Concord,US,United States,66.222.22.10,35.8564,-84.1283,Tennessee,-05:00,37922
19083,A not too serious problem,Never,Not too concerned,7139,2015-12-28 17:01:25,Mesa,US,United States,206.169.175.133,33.4223,-111.823,Arizona,-07:00,85201
19084,Not a problem,Never,Not at all concerned,7140,2015-12-28 17:01:25,Micanopy,US,United States,199.72.193.178,29.5064,-82.2819,Florida,-04:00,32667
19085,Not a problem,Never,Not at all concerned,7138,2015-12-28 17:01:01,San Francisco,US,United States,70.214.6.44,37.7749,-122.419,California,-07:00,94102
19086,Not a problem,Never,Not at all concerned,7137,2015-12-28 17:00:56,Beaverton,US,United States,24.20.48.131,45.4871,-122.804,Oregon,-07:00,97005
19087,Not a problem,Never,Not at all concerned,7136,2015-12-28 17:00:47,Los Angeles,US,United States,172.81.174.226,34.0526,-118.25399999999999,California,-07:00,90071
19088,Not a problem,Never,Not at all concerned,7135,2015-12-28 17:00:30,Houston,US,United States,67.107.72.4,29.7633,-95.3633,Texas,-05:00,77001
19089,Not a problem,Not for many years,Not at all concerned,7134,2015-12-28 17:00:24,Pueblo,US,United States,174.24.3.171,38.2545,-104.609,Colorado,-06:00,81001
19090,Not a problem,Never,Not at all concerned,7133,2015-12-28 17:00:22,Denver,US,United States,104.193.45.84,39.7822,-104.964,Colorado,-06:00,80216
19091,Not a problem,Never,Not at all concerned,7132,2015-12-28 17:00:21,Yukon,US,United States,98.162.233.122,35.5067,-97.7625,Oklahoma,-05:00,73085
19092,Not a problem,Never,Not at all concerned,7131,2015-12-28 17:00:19,Harrisburg,US,United States,50.45.59.154,37.7384,-88.5406,Illinois,-05:00,62946
19094,Not a problem,Never,Not at all concerned,7115,2015-12-28 16:56:02,Harrisburg,US,United States,50.45.59.154,37.7384,-88.5406,Illinois,-05:00,62946
19096,Not a problem,Never,Not at all concerned,7130,2015-12-28 17:00:10,Dickinson,US,United States,165.234.130.37,46.8792,-102.79,North Dakota,-06:00,58601
19097,Not a problem,Never,Not at all concerned,7129,2015-12-28 16:59:40,Norfolk,US,United States,206.222.198.12,42.0332,-97.4236,Nebraska,-05:00,68701
19098,Not a problem,Never,Not at all concerned,7128,2015-12-28 16:59:23,Pahoa,US,United States,72.235.159.79,19.5011,-154.953,Hawaii,-10:00,96778
19099,Not a problem,Not for many years,Not at all concerned,7127,2015-12-28 16:59:08,Canonsburg,US,United States,71.60.219.32,40.2626,-80.1873,Pennsylvania,-04:00,15317
19100,A not too serious problem,Not for many years,Not at all concerned,7126,2015-12-28 16:59:00,Cambridge,US,United States,50.189.43.244,42.3751,-71.1056,Massachusetts,-04:00,02138
19101,Not a problem,Not for many years,Not at all concerned,7125,2015-12-28 16:58:59,Charlotte,US,United States,207.250.132.226,35.2271,-80.8431,North Carolina,-04:00,28201
19102,Not a problem,Never,Not at all concerned,7124,2015-12-28 16:58:35,Lakewood,US,United States,98.16.125.9,41.482,-81.7982,Ohio,-04:00,44107
19103,Not a problem,Never,Not at all concerned,7123,2015-12-28 16:58:28,New York City,US,United States,216.222.167.190,40.7143,-74.006,New York,-04:00,10116
19104,Not a problem,Never,Not at all concerned,7122,2015-12-28 16:58:12,Washington,US,United States,207.87.62.94,38.8951,-77.0364,District Of Columbia,-04:00,20001
19105,Not a problem,Not for many years,Not at all concerned,7120,2015-12-28 16:57:01,Scurry,US,United States,38.108.60.136,32.5186,-96.3808,Texas,-05:00,75158
19106,Not a problem,Never,Not at all concerned,7119,2015-12-28 16:56:55,Brooklyn,US,United States,158.222.234.36,40.6501,-73.9496,New York,-04:00,11201
19107,Not a problem,Not for many years,Not at all concerned,7118,2015-12-28 16:56:47,San Diego,US,United States,12.105.240.2,32.7998,-117.137,California,-07:00,92123
19108,A not too serious problem,Not for many years,Not at all concerned,7117,2015-12-28 16:56:18,Davenport,US,United States,71.219.186.24,41.5236,-90.5776,Iowa,-05:00,52801
19109,A not too serious problem,Not for many years,Not at all concerned,7116,2015-12-28 16:56:04,Sioux Falls,US,United States,207.141.58.130,43.5574,-96.7326,South Dakota,-05:00,57104
19110,Not a problem,Not for many years,Not at all concerned,7114,2015-12-28 16:54:30,Pasadena,US,United States,138.229.247.64,34.1478,-118.145,California,-07:00,91101
19111,A not too serious problem,Now,Not too concerned,7113,2015-12-28 16:54:06,Irvine,US,United States,12.26.105.17,33.7049,-117.706,California,-07:00,92618
19113,A not too serious problem,Now,Not too concerned,7109,2015-12-28 16:53:05,Irvine,US,United States,12.26.105.17,33.7049,-117.706,California,-07:00,92618
19115,Not a problem,Never,Not at all concerned,7112,2015-12-28 16:54:02,Charleston,US,United States,50.168.145.72,32.7766,-79.9309,South Carolina,-04:00,29401
19116,Not a problem,Never,Not at all concerned,7111,2015-12-28 16:53:53,Mankato,US,United States,97.65.172.194,44.1636,-93.9994,Minnesota,-05:00,56001
19117,A not too serious problem,Not for many years,Not at all concerned,7110,2015-12-28 16:53:05,Arvada,US,United States,75.166.208.31,39.8028,-105.087,Colorado,-06:00,80001
19118,Not a problem,Never,Not at all concerned,7108,2015-12-28 16:53:01,Pequea,US,United States,174.59.252.115,39.8881,-76.3672,Pennsylvania,-04:00,17565
19119,Not a problem,Never,Not at all concerned,7107,2015-12-28 16:52:40,Santa Rosa,US,United States,50.193.12.105,38.4405,-122.714,California,-07:00,95401
19120,A not too serious problem,Never,Not at all concerned,7106,2015-12-28 16:52:19,Nicholson,US,United States,67.141.171.103,34.114000000000004,-83.4315,Georgia,-04:00,30565
19121,Not a problem,Never,Not at all concerned,7105,2015-12-28 16:51:05,Bronx,US,United States,24.47.41.191,40.827,-73.8233,New York,-04:00,10451
19122,Not a problem,Not for many years,Not at all concerned,7104,2015-12-28 16:50:42,Walnut Creek,US,United States,162.119.3.110,37.9185,-122.025,California,-07:00,94598
19123,Not a problem,Never,Not at all concerned,7103,2015-12-28 16:50:39,San Rafael,US,United States,67.169.15.39,37.9735,-122.531,California,-07:00,94901
19124,Not a problem,Never,Not at all concerned,7102,2015-12-28 16:50:36,San Diego,US,United States,75.85.168.138,32.7153,-117.15700000000001,California,-07:00,92101
19125,A not too serious problem,Not for many years,Not at all concerned,7101,2015-12-28 16:50:12,Sugar Land,US,United States,73.136.64.53,29.6197,-95.6349,Texas,-05:00,77478
19126,A not too serious problem,Not for many years,Not at all concerned,7100,2015-12-28 16:49:51,Boxborough,US,United States,69.64.193.178,42.4877,-71.5184,Massachusetts,-04:00,01719
19127,Not a problem,Never,Not at all concerned,7099,2015-12-28 16:49:13,Southfield,US,United States,99.103.210.44,42.4734,-83.2219,Michigan,-04:00,48033
19128,A not too serious problem,Never,Not at all concerned,7098,2015-12-28 16:48:59,San Diego,US,United States,68.8.205.230,32.7153,-117.15700000000001,California,-07:00,92101
19129,A somewhat serious problem,Not for many years,Not too concerned,7097,2015-12-28 16:48:45,Philadelphia,US,United States,173.161.247.204,39.9523,-75.1638,Pennsylvania,-04:00,19019
19130,Not a problem,Never,Not at all concerned,7096,2015-12-28 16:48:13,San Francisco,US,United States,73.231.167.17,37.7749,-122.419,California,-07:00,94102
19131,A not too serious problem,Not for many years,Not at all concerned,7095,2015-12-28 16:48:01,Amsterdam,NL,Netherlands,82.170.241.13,52.373999999999995,4.88969,Noord-Holland,+02:00,1089
19132,A not too serious problem,Not for many years,Not at all concerned,7094,2015-12-28 16:47:39,Austin,US,United States,204.133.180.226,30.3972,-97.7518,Texas,-05:00,78759
19133,A not too serious problem,Never,Not at all concerned,7093,2015-12-28 16:47:35,Salem,US,United States,67.211.144.6,37.29,-80.082,Virginia,-04:00,24153
19134,Not a problem,Never,Not at all concerned,7092,2015-12-28 16:47:33,Calgary,CA,Canada,204.191.22.225,51.0501,-114.085,Alberta,-06:00,T1X 0L3
19135,Not a problem,Never,Not at all concerned,7091,2015-12-28 16:47:29,Kelowna,CA,Canada,174.4.52.21,49.8831,-119.486,British Columbia,-07:00,V1P 1A1
19136,Not a problem,Never,Not at all concerned,7090,2015-12-28 16:47:21,Winter Haven,US,United States,65.41.21.30,28.0222,-81.7329,Florida,-04:00,33880
19137,A not too serious problem,Never,Not too concerned,7089,2015-12-28 16:46:53,Pittsburgh,US,United States,73.236.102.247,40.4406,-79.9959,Pennsylvania,-04:00,15122
19138,A very serious problem,Now,Somewhat concerned,7088,2015-12-28 16:46:52,Prague,CZ,Czech Republic,82.99.137.253,50.088,14.4208,Hlavni mesto Praha,+02:00,169 00
19139,Not a problem,Never,Not at all concerned,7087,2015-12-28 16:46:12,Scranton,US,United States,74.111.125.204,41.409,-75.6624,Pennsylvania,-04:00,18447
19140,Not a problem,Never,Not at all concerned,7086,2015-12-28 16:46:10,Fort Recovery,US,United States,68.65.100.134,40.4128,-84.7764,Ohio,-04:00,45846
19141,Not a problem,Never,Not at all concerned,7085,2015-12-28 16:45:47,Durand,US,United States,208.157.175.212,44.6282,-91.9603,Wisconsin,-05:00,54736
19142,Not a problem,Not for many years,Not at all concerned,7084,2015-12-28 16:45:02,Lafayette,US,United States,74.178.106.30,30.2241,-92.0198,Louisiana,-05:00,70501
19143,Not a problem,Never,Not at all concerned,7083,2015-12-28 16:44:40,San Joaquin Hills,US,United States,174.76.21.87,33.6117,-117.837,California,-07:00,92625
19144,A not too serious problem,Never,Not at all concerned,7082,2015-12-28 16:44:31,Melbourne,AU,Australia,123.2.93.163,-37.814,144.963,Victoria,+11:00,8010
19145,A not too serious problem,Never,Not at all concerned,7081,2015-12-28 16:44:03,Kennesaw,US,United States,67.191.194.104,34.0234,-84.6155,Georgia,-04:00,30144
19146,Not a problem,Never,Not at all concerned,7080,2015-12-28 16:43:30,Herndon,US,United States,172.74.195.241,38.9245,-77.4019,Virginia,-04:00,20171
19147,A very serious problem,Now,Very concerned,7079,2015-12-28 16:43:14,Dumont,US,United States,174.16.186.123,39.79,-105.64299999999999,Colorado,-06:00,80436
19148,Not a problem,Never,Not at all concerned,7078,2015-12-28 16:43:03,West Bridgewater,US,United States,74.8.119.194,42.019,-71.0078,Massachusetts,-04:00,02379
19149,Not a problem,Never,Not at all concerned,7077,2015-12-28 16:42:44,Fort Worth,US,United States,12.228.205.74,33.071,-97.3034,Texas,-05:00,76247
19150,Not a problem,Never,Not at all concerned,7076,2015-12-28 16:42:22,Cocoa,US,United States,99.0.109.4,28.3861,-80.742,Florida,-04:00,32922
19151,Not a problem,Never,Not at all concerned,7075,2015-12-28 16:42:21,Cimarron Hills,US,United States,97.121.168.1,38.8586,-104.699,Colorado,-06:00,80914
19152,A not too serious problem,Not for many years,Not too concerned,7074,2015-12-28 16:42:07,Sunnyvale,US,United States,216.206.108.219,37.3761,-122.022,California,-07:00,94086
19153,Not a problem,Never,Not at all concerned,7073,2015-12-28 16:41:27,Arlington,US,United States,50.58.206.66,32.7357,-97.1081,Texas,-05:00,76001
19154,Not a problem,Never,Not at all concerned,7072,2015-12-28 16:41:01,San Jose,US,United States,69.181.115.143,37.3394,-121.895,California,-07:00,95101
19155,Not a problem,Never,Not at all concerned,7071,2015-12-28 16:40:49,Julian,US,United States,70.198.2.141,40.499,-95.8786,Nebraska,-06:00,68379
19156,Not a problem,Never,Not at all concerned,7070,2015-12-28 16:40:27,Cedartown,US,United States,96.38.225.66,34.0537,-85.255,Georgia,-04:00,30125
19158,Not a problem,Never,Not at all concerned,6933,2015-12-28 15:53:23,Cedartown,US,United States,96.38.225.66,34.0537,-85.255,Georgia,-04:00,30125
19160,A somewhat serious problem,In the next few years,Not too concerned,7069,2015-12-28 16:40:21,Guadalupe,US,United States,166.170.5.60,33.3709,-111.963,Arizona,-07:00,85283
19161,Not a problem,Never,Not at all concerned,7068,2015-12-28 16:40:16,Oak Cliff Place,US,United States,107.77.105.21,29.9271,-95.6267,Texas,-06:00,77065
19162,Not a problem,Never,Not at all concerned,7067,2015-12-28 16:39:11,Hoodsport,US,United States,204.106.236.202,47.4058,-123.13799999999999,Washington,-07:00,98548
19163,A very serious problem,Now,Very concerned,7066,2015-12-28 16:38:30,Shibuya-ku,JP,Japan,118.240.226.144,35.664,139.69799999999998,Tokyo,+09:00,150-004
19164,A not too serious problem,Never,Not at all concerned,7065,2015-12-28 16:38:25,Mount Laurel,US,United States,68.46.50.112,39.9478,-74.9117,New Jersey,-04:00,08054
19165,Not a problem,Never,Not at all concerned,7064,2015-12-28 16:38:15,Camano Island,US,United States,50.34.108.21,48.1936,-122.486,Washington,-07:00,98282
19166,Not a problem,Not for many years,Not at all concerned,7063,2015-12-28 16:37:45,Kansas City,US,United States,73.185.233.253,39.1142,-94.6275,Kansas,-05:00,66101
19167,A not too serious problem,Not for many years,Not too concerned,7062,2015-12-28 16:37:37,Ravensburg,DE,Germany,79.216.12.242,47.782,9.610619999999999,Baden-Wurttemberg,+02:00,88214
19168,Not a problem,Never,Not at all concerned,7061,2015-12-28 16:37:21,West Palm Beach,US,United States,73.205.56.117,26.7153,-80.0534,Florida,-04:00,33401
19169,A not too serious problem,Not for many years,Not at all concerned,7060,2015-12-28 16:36:55,Dulles,US,United States,65.122.111.67,38.9517,-77.4481,Virginia,-04:00,20101
19170,A not too serious problem,Not for many years,Not at all concerned,7059,2015-12-28 16:36:52,Washington,US,United States,38.100.31.60,38.8951,-77.0364,District Of Columbia,-04:00,20001
19174,A not too serious problem,Not for many years,Not at all concerned,7022,2015-12-28 16:24:14,Washington,US,United States,38.100.31.60,38.8951,-77.0364,District Of Columbia,-04:00,20001
19178,A not too serious problem,Not for many years,Not at all concerned,6985,2015-12-28 16:12:10,Washington,US,United States,38.100.31.60,38.8951,-77.0364,District Of Columbia,-04:00,20001
19182,A not too serious problem,Not for many years,Not at all concerned,6942,2015-12-28 15:56:49,Washington,US,United States,38.100.31.60,38.8951,-77.0364,District Of Columbia,-04:00,20001
19186,Not a problem,Never,Not at all concerned,7058,2015-12-28 16:36:42,Salem,US,United States,73.147.244.126,37.2935,-80.0548,Virginia,-04:00,24153
19187,Not a problem,Never,Not at all concerned,7057,2015-12-28 16:36:14,Anchorage,US,United States,206.174.73.12,61.1904,-149.89,Alaska,-08:00,99503
19188,Not a problem,Never,Not at all concerned,7056,2015-12-28 16:35:44,Houston,US,United States,72.20.159.90,29.7013,-95.5392,Texas,-05:00,77036
19189,Not a problem,Never,Not at all concerned,7055,2015-12-28 16:35:31,Valparaiso,US,United States,96.230.108.50,41.4731,-87.0611,Indiana,-05:00,46383
19190,A not too serious problem,Not for many years,Not at all concerned,7054,2015-12-28 16:35:17,Voitsberg,AT,Austria,213.240.73.245,47.0333,15.15,Steiermark,+02:00,8582
19191,Not a problem,Never,Not at all concerned,7053,2015-12-28 16:34:23,Anchorage,US,United States,70.199.170.220,61.2181,-149.9,Alaska,-08:00,99501
19192,Not a problem,Never,Not at all concerned,7052,2015-12-28 16:34:01,Waynesboro,US,United States,206.248.195.62,38.0711,-78.8998,Virginia,-04:00,22980
19193,Not a problem,Never,Not at all concerned,7051,2015-12-28 16:33:58,State Park,US,United States,98.25.237.64,34.1134,-80.9557,South Carolina,-04:00,29147
19194,Not a problem,Never,Not at all concerned,7050,2015-12-28 16:33:36,San Diego,US,United States,75.80.167.245,32.7153,-117.15700000000001,California,-07:00,92101
19195,A not too serious problem,Now,Not at all concerned,7049,2015-12-28 16:33:26,Fairbanks,US,United States,24.237.37.183,64.8378,-147.716,Alaska,-08:00,99701
19196,Not a problem,Never,Not at all concerned,7048,2015-12-28 16:33:02,Madison,US,United States,71.13.6.2,43.0731,-89.4012,Wisconsin,-05:00,53562
19197,Not a problem,Never,Not at all concerned,7047,2015-12-28 16:32:52,Blackstone,US,United States,70.199.192.86,37.0804,-77.9972,Virginia,-04:00,23824
19198,Not a problem,Never,Not at all concerned,7046,2015-12-28 16:32:44,Hull,CA,Canada,96.22.154.29,45.4276,-75.7106,Quebec,-04:00,J8X 4C2
19199,A not too serious problem,Never,Not at all concerned,7045,2015-12-28 16:32:39,Huntsville,US,United States,70.193.123.173,34.7304,-86.5861,Alabama,-05:00,35801
19200,Not a problem,Never,Not at all concerned,7044,2015-12-28 16:32:06,Schaumburg,US,United States,75.22.141.70,42.0334,-88.0834,Illinois,-05:00,60159
19201,Not a problem,Never,Not at all concerned,7043,2015-12-28 16:31:46,Fairfax,US,United States,72.192.243.240,38.8462,-77.3064,Virginia,-04:00,20151
19202,Not a problem,Not for many years,Not at all concerned,7042,2015-12-28 16:31:03,Mystic,US,United States,76.118.1.209,41.3543,-71.9665,Connecticut,-04:00,06355
19203,Not a problem,Never,Not at all concerned,7041,2015-12-28 16:31:01,Quincy,US,United States,24.91.169.203,42.2529,-71.0023,Massachusetts,-04:00,02169
19205,A somewhat serious problem,Now,Somewhat concerned,7039,2015-12-28 16:30:59,Madison,US,United States,165.189.255.21,43.0752,-89.3804,Wisconsin,-05:00,53702
